Dir   aB    eB   iB     aC    eC    iC    rBf       EBf     aBf   eBf    iBf       rCf       ECf       aCf    eCf    iCf   logtB    destB   logtC    destC
 16 27.9 0.353  0.0  278.0 0.338   9.9  27.42  -3.3e+37   27.92  0.35    0.2   99529.2   1.4e+36   -163.56  26.28  110.8     6.0        - 5.12338  ejected
 16 27.5  0.06  0.0  229.0 0.247 144.7  25.56  -3.3e+37   27.51  0.07    0.0   99699.8   9.1e+35   -243.58  25.15  178.5     6.0        - 5.20401  ejected
 16 27.6  0.17  0.0  281.4 0.332 151.5  27.87  -3.4e+37    26.7  0.23    5.4   99841.2   1.6e+35  -1424.12   25.0  165.9     6.0        -  5.5864  ejected
 16 23.7 0.429  0.0  208.9 0.126  92.3  31.67  -3.8e+37   23.74  0.41    0.5   99630.6   1.1e+36   -197.05 115.55   24.3     6.0        - 5.16678  ejected
 16 25.4 0.506  0.0  305.5 0.275  17.9  24.38  -3.6e+37   25.42  0.49    0.1  100003.4   5.6e+35    -395.6  54.24   25.1     6.0        - 5.31029  ejected
 16 27.8 0.243  0.0  601.3 0.474 150.2  33.74  -3.3e+37   27.78  0.26    0.2   99807.0   1.9e+35  -1192.83  17.24   62.7     6.0        - 5.51849  ejected
 16 25.5 0.388  0.0  143.4 0.061  78.3  41.49  -3.6e+37   25.29  0.73   17.8   89165.9     3e+34  -7420.12   1.01   46.5     8.0        - 7.40984  ejected
 16 27.6 0.161  0.0  404.8 0.733   2.1  31.41  -3.3e+37   27.61  0.15    0.0   99986.8     6e+35   -371.71   5.84  162.8     6.0        - 5.28698  ejected
 16 26.9 0.426  0.0  268.3 0.002 157.8  17.02  -3.4e+37   26.86  0.43    0.1   99925.0   2.8e+35   -799.25    4.3   74.6     6.0        - 5.45329  ejected
 16 27.6 0.206  0.0  126.8 0.011 148.9  42.94  -3.4e+37   26.58  0.73   25.9  100006.3   3.7e+35    -602.4   1.06   87.0     6.0        - 5.85442  ejected
 16 25.3 0.238  0.0  288.8 0.122 100.2  31.39  -3.6e+37   25.33  0.24    0.2   99998.1   1.4e+36   -156.08  57.18   62.0     6.0        - 5.11797  ejected
 16 26.3 0.438  0.0  150.6 0.175  22.2  16.68  -3.6e+37   25.47  0.48    3.1   98961.4   7.8e+34  -2850.12   1.04   13.8     7.0        - 6.43074  ejected
 16 23.6 0.167  0.0  109.6  0.06 138.5  26.35  -4.1e+37   21.96  0.24   29.9   99992.8     9e+34  -2447.34  11.22    6.1     6.0        -  5.6925  ejected
 16 24.7 0.106  0.0  243.8 0.391  64.7  24.04  -3.7e+37   24.66  0.08    0.1   99762.7   3.8e+35   -583.92  53.23   28.2     6.0        - 5.37655  ejected
 16 23.8 0.182  0.0  222.1 0.059 109.3  14.29  -3.8e+37   23.78   0.4   34.6     130.4    -9e+35    245.31   0.47   14.7     9.0        -     9.0        -
 16 25.3 0.223  0.0  486.6 0.438 150.6  29.77  -3.6e+37   25.33  0.23    0.2  100010.3     3e+36    -73.71 104.32   99.2     5.0        - 4.95661  ejected
 16 23.4 0.431  0.0  194.6 0.498 117.4   16.6  -3.9e+37    23.4  0.44    0.3   99347.9   2.4e+36    -93.13   61.5   81.2     6.0        - 5.00355  ejected
 16 25.1 0.241  0.0  663.5 0.617  52.9  29.58  -3.6e+37   25.07  0.21   72.7    4797.1  -7.6e+34   2900.23   0.81   14.0     9.0        -     9.0        -
 16 23.5 0.057  0.0  189.8 0.284  75.0  23.73  -3.9e+37   23.54  0.04    0.2   99431.5     1e+34 -21722.18   1.21   91.3     7.0        - 6.16678  ejected
 17 25.2 0.073  0.0  409.6 0.523  64.4  23.65  -3.6e+37   25.17  0.09    0.1   99675.1   1.7e+36   -133.97 141.74  123.1     6.0        -  5.0899  ejected
 17 25.5 0.321  0.0  492.6 0.485  73.3  26.97  -3.6e+37   25.49  0.32    0.1  100004.9   2.8e+36    -79.94  82.39   15.2     5.0        - 4.97964  ejected
 17 24.9 0.451  0.0  914.6 0.689 113.5  27.83  -3.7e+37   24.87  0.47    0.3   99859.6   1.8e+36   -122.95 144.84   19.5     6.0        - 5.07814  ejected
 17 23.6 0.049  0.0  195.6 0.116 142.5  22.19  -3.9e+37   23.58  0.06    0.1   99753.6   9.1e+35   -244.34  49.11  101.7     6.0        - 5.20845  ejected
 17 26.8 0.505  0.0  539.9 0.692   2.8  23.19  -3.4e+37   26.82  0.51    0.0   99968.5   3.3e+35   -674.51  38.71  173.6     6.0        - 5.44184  ejected
 17 24.7 0.329  0.0  308.8 0.399 161.9  18.13  -4.5e+37   20.35  0.19    8.8  100008.8   6.4e+36    -34.39 153.85   63.0     5.0        - 4.81312  ejected
 17 25.0  0.26  0.0  390.3 0.415  72.5  21.65  -3.6e+37   24.97  0.26    0.1   99956.8   5.2e+35   -422.86  30.32  151.1     6.0        - 5.31204  ejected
 17 27.0 0.285  0.0 1029.9 0.713 132.4  34.08  -3.4e+37   27.03   0.3    0.1  100012.7     9e+34   -2467.2   7.69  174.8     6.0        - 5.63448  ejected
 17 27.5  0.14  0.0  312.9 0.021  52.0  17.97  -3.3e+37   27.46  0.88  122.4     248.2  -8.2e+35    271.45   0.16   17.3     9.0        -     9.0        -
 17 27.4 0.014  0.0  237.0 0.024 138.7  26.76  -3.3e+37   27.39  0.02    0.1   99707.5   9.7e+33 -22850.49   1.02   34.1     7.0        - 6.16263  ejected
 17 27.9 0.025  0.0  342.2 0.402  61.7  26.65  -3.3e+37   27.87  0.04    0.1  100000.5     6e+34  -3703.95  12.85   90.6     6.0        - 5.80032  ejected
 17 26.5 0.389  0.0  464.5 0.521 167.6  31.58  -3.5e+37   26.25  0.49  108.2    4495.5    -8e+34   2772.23   0.92   72.2     9.0        -     9.0        -
 17 27.2 0.487  0.0  597.3 0.719 179.9  29.18  -3.3e+37   27.24  0.49    0.0   99788.5     2e+36   -109.64   26.6   16.8     6.0        - 5.04406  ejected
 17 25.2 0.519  0.0   71.2 0.131  92.6   27.5  -3.8e+37   23.88  0.69   16.9   99978.4     1e+35   -2170.3   3.72   96.2     6.0        - 5.79634  ejected
